Freq.	V(N002,N004)	V(n001)	V(n002)	V(n003)	V(n004)	I(C1)	I(R1)	I(R2)	I(R3)	I(R4)	I(R5)	I(V1)
1.49285278645889e+001	(-2.03621500280869e-006dB,-3.92321650967292e-002°)	(-6.02059991327573e+000dB,-1.72155481285865e-015°)	(-6.02060194949073e+000dB,-3.92321650967133e-002°)	(-6.02059991328352e+000dB,-1.80000000000000e+002°)	(-6.02060194949852e+000dB,1.79960767834903e+002°)	(-1.40556065007262e+002dB,8.99607678349033e+001°)	(-3.39794000867204e+001dB,-4.60476733750581e-020°)	(-1.40556065007262e+002dB,-9.00392321650933e+001°)	(-1.40556065007262e+002dB,8.99607678348882e+001°)	(-1.26020599913276e+002dB,1.80000000000000e+002°)	(-1.26020599913284e+002dB,-1.80000000000000e+002°)	(-3.39791829142056e+001dB,-1.79999731293343e+002°)
1.60000000000000e+001	(-2.33899673949967e-006dB,-4.20479924513485e-002°)	(-6.02059991330441e+000dB,-2.43967413082317e-016°)	(-6.02060225230115e+000dB,-4.20479924514688e-002°)	(-6.02059991325484e+000dB,-1.80000000000000e+002°)	(-6.02060225225158e+000dB,1.79957952007549e+002°)	(-1.39954005318716e+002dB,8.99579520075487e+001°)	(-3.39794000867204e+001dB,-8.26180362124366e-020°)	(-1.39954005318716e+002dB,-9.00420479924502e+001°)	(-1.39954005318716e+002dB,8.99579520075498e+001°)	(-1.26020599913304e+002dB,1.80000000000000e+002°)	(-1.26020599913255e+002dB,-1.80000000000000e+002°)	(-3.39791829100438e+001dB,-1.79999712007356e+002°)
1.71483754005807e+001	(-2.68680160087486e-006dB,-4.50659212592464e-002°)	(-6.02059991326725e+000dB,-1.67384843389161e-016°)	(-6.02060260006885e+000dB,-4.50659212591824e-002°)	(-6.02059991329200e+000dB,-1.80000000000000e+002°)	(-6.02060260009360e+000dB,1.79954934078741e+002°)	(-1.39351945675193e+002dB,8.99549340787408e+001°)	(-3.39794000867204e+001dB,-1.51779150476857e-020°)	(-1.39351945675193e+002dB,-9.00450659212692e+001°)	(-1.39351945675193e+002dB,8.99549340787308e+001°)	(-1.26020599913267e+002dB,1.80000000000000e+002°)	(-1.26020599913292e+002dB,-1.80000000000000e+002°)	(-3.39791829052631e+001dB,-1.79999691337152e+002°)
1.83791736799525e+001	(-3.08632443622694e-006dB,-4.83004569893005e-002°)	(-6.02059991329673e+000dB,-3.50251207522085e-016°)	(-6.02060299962116e+000dB,-4.83004569893959e-002°)	(-6.02059991326252e+000dB,-1.80000000000000e+002°)	(-6.02060299958696e+000dB,1.79951699543011e+002°)	(-1.38749886083388e+002dB,8.99516995430107e+001°)	(-3.39794000867204e+001dB,-1.67389535391241e-020°)	(-1.38749886083388e+002dB,-9.00483004569947e+001°)	(-1.38749886083388e+002dB,8.99516995430205e+001°)	(-1.26020599913297e+002dB,1.80000000000000e+002°)	(-1.26020599913263e+002dB,-1.80000000000000e+002°)	(-3.39791828997716e+001dB,-1.79999669183381e+002°)
1.96983106135186e+001	(-3.54525561597436e-006dB,-5.17671462060477e-002°)	(-6.02059991327834e+000dB,-1.47438432652050e-015°)	(-6.02060345853396e+000dB,-5.17671462060415e-002°)	(-6.02059991328091e+000dB,-1.80000000000000e+002°)	(-6.02060345853652e+000dB,1.79948232853794e+002°)	(-1.38147826550991e+002dB,8.99482328537940e+001°)	(-3.39794000867204e+001dB,3.46286916207981e-020°)	(-1.38147826550991e+002dB,-9.00517671462039e+001°)	(-1.38147826550991e+002dB,8.99482328537891e+001°)	(-1.26020599913278e+002dB,1.80000000000000e+002°)	(-1.26020599913281e+002dB,-1.80000000000000e+002°)	(-3.39791828934635e+001dB,-1.79999645439564e+002°)
2.11121265723663e+001	(-4.07242904707887e-006dB,-5.54826512899358e-002°)	(-6.02059991328132e+000dB,2.91678645188410e-015°)	(-6.02060398571036e+000dB,-5.54826512899437e-002°)	(-6.02059991327793e+000dB,1.80000000000000e+002°)	(-6.02060398570698e+000dB,1.79944517348710e+002°)	(-1.37545767086836e+002dB,8.99445173487101e+001°)	(-3.39794000867204e+001dB,2.62355178722389e-020°)	(-1.37545767086836e+002dB,-9.00554826512918e+001°)	(-1.37545767086836e+002dB,8.99445173487082e+001°)	(-1.26020599913281e+002dB,-1.80000000000000e+002°)	(-1.26020599913278e+002dB,1.80000000000000e+002°)	(-3.39791828862174e+001dB,-1.79999619991581e+002°)
2.26274169979695e+001	(-4.67799222070662e-006dB,-5.94648305198603e-002°)	(-6.02059991328927e+000dB,-3.30304796784435e-016°)	(-6.02060459128149e+000dB,-5.94648305199267e-002°)	(-6.02059991326998e+000dB,-1.80000000000000e+002°)	(-6.02060459126220e+000dB,1.79940535169480e+002°)	(-1.36943707701072e+002dB,8.99405351694801e+001°)	(-3.39794000867204e+001dB,5.15764747873347e-020°)	(-1.36943707701072e+002dB,-9.00594648305139e+001°)	(-1.36943707701072e+002dB,8.99405351694861e+001°)	(-1.26020599913289e+002dB,1.80000000000000e+002°)	(-1.26020599913270e+002dB,-1.80000000000000e+002°)	(-3.39791828778938e+001dB,-1.79999592717118e+002°)
2.42514650641663e+001	(-5.37360153910451e-006dB,-6.37328239027092e-002°)	(-6.02059991328547e+000dB,9.68687003205178e-016°)	(-6.02060528688701e+000dB,-6.37328239027511e-002°)	(-6.02059991327378e+000dB,1.80000000000000e+002°)	(-6.02060528687532e+000dB,1.79936267176097e+002°)	(-1.36341648405353e+002dB,8.99362671760973e+001°)	(-3.39794000867204e+001dB,-8.97671185636445e-020°)	(-1.36341648405353e+002dB,-9.00637328239043e+001°)	(-1.36341648405353e+002dB,8.99362671760958e+001°)	(-1.26020599913285e+002dB,-1.80000000000000e+002°)	(-1.26020599913274e+002dB,1.80000000000000e+002°)	(-3.39791828683325e+001dB,-1.79999563485086e+002°)
2.59920766833995e+001	(-6.17264667785433e-006dB,-6.83071451622140e-002°)	(-6.02059991328236e+000dB,-1.25715772199489e-015°)	(-6.02060608592904e+000dB,-6.83071451622368e-002°)	(-6.02059991327689e+000dB,-1.80000000000000e+002°)	(-6.02060608592356e+000dB,1.79931692854838e+002°)	(-1.35739589213070e+002dB,8.99316928548378e+001°)	(-3.39794000867204e+001dB,1.17852481858850e-019°)	(-1.35739589213070e+002dB,-9.00683071451524e+001°)	(-1.35739589213070e+002dB,8.99316928548476e+001°)	(-1.26020599913282e+002dB,1.80000000000000e+002°)	(-1.26020599913277e+002dB,-1.80000000000000e+002°)	(-3.39791828573495e+001dB,-1.79999532154985e+002°)
2.78576180254759e+001	(-7.09050833854873e-006dB,-7.32097803289559e-002°)	(-6.02059991327152e+000dB,8.04942015788341e-016°)	(-6.02060700377986e+000dB,-7.32097803288868e-002°)	(-6.02059991328773e+000dB,1.80000000000000e+002°)	(-6.02060700379606e+000dB,1.79926790219671e+002°)	(-1.35137530139604e+002dB,8.99267902196710e+001°)	(-3.39794000867204e+001dB,-8.86326256941551e-020°)	(-1.35137530139604e+002dB,-9.00732097803285e+001°)	(-1.35137530139604e+002dB,8.99267902196764e+001°)	(-1.26020599913272e+002dB,-1.80000000000000e+002°)	(-1.26020599913288e+002dB,1.80000000000000e+002°)	(-3.39791828447334e+001dB,-1.79999498576235e+002°)
2.98570557291778e+001	(-8.14485427542977e-006dB,-7.84642934050370e-002°)	(-6.02059991327690e+000dB,-1.75441057945053e-015°)	(-6.02060805813118e+000dB,-7.84642934050142e-002°)	(-6.02059991328234e+000dB,-1.80000000000000e+002°)	(-6.02060805813662e+000dB,1.79921535706595e+002°)	(-1.34535471202622e+002dB,8.99215357065950e+001°)	(-3.39794000867204e+001dB,4.89935040766434e-020°)	(-1.34535471202622e+002dB,-9.00784642934033e+001°)	(-1.34535471202622e+002dB,8.99215357065967e+001°)	(-1.26020599913277e+002dB,1.80000000000000e+002°)	(-1.26020599913282e+002dB,-1.80000000000000e+002°)	(-3.39791828302412e+001dB,-1.79999462587447e+002°)
3.20000000000000e+001	(-9.35597940534460e-006dB,-8.40959396108471e-002°)	(-6.02059991327174e+000dB,-2.30621274510207e-015°)	(-6.02060926925114e+000dB,-8.40959396107731e-002°)	(-6.02059991328751e+000dB,-1.80000000000000e+002°)	(-6.02060926926691e+000dB,1.79915904060389e+002°)	(-1.33933412422419e+002dB,8.99159040603892e+001°)	(-3.39794000867204e+001dB,2.63421542777261e-020°)	(-1.33933412422419e+002dB,-9.00840959396115e+001°)	(-1.33933412422419e+002dB,8.99159040603929e+001°)	(-1.26020599913272e+002dB,1.80000000000000e+002°)	(-1.26020599913288e+002dB,-1.80000000000000e+002°)	(-3.39791828135941e+001dB,-1.79999424015649e+002°)
3.42967508011613e+001	(-1.07471964276210e-005dB,-9.01317867576982e-002°)	(-6.02059991327926e+000dB,-6.71577692902989e-016°)	(-6.02061066047569e+000dB,-9.01317867576952e-002°)	(-6.02059991327998e+000dB,-1.80000000000000e+002°)	(-6.02061066047641e+000dB,1.79909868213242e+002°)	(-1.33331353822308e+002dB,8.99098682132423e+001°)	(-3.39794000867204e+001dB,2.25227936878577e-019°)	(-1.33331353822308e+002dB,-9.00901317867565e+001°)	(-1.33331353822308e+002dB,8.99098682132476e+001°)	(-1.26020599913279e+002dB,1.80000000000000e+002°)	(-1.26020599913280e+002dB,-1.80000000000000e+002°)	(-3.39791827944716e+001dB,-1.79999382675457e+002°)
3.67583473599051e+001	(-1.23452845898358e-005dB,-9.66008453290290e-002°)	(-6.02059991327973e+000dB,-1.69821120321309e-015°)	(-6.02061225856432e+000dB,-9.66008453290319e-002°)	(-6.02059991327952e+000dB,-1.80000000000000e+002°)	(-6.02061225856411e+000dB,1.79903399154671e+002°)	(-1.32729295429068e+002dB,8.99033991546710e+001°)	(-3.39794000867204e+001dB,-4.22487514295747e-020°)	(-1.32729295429068e+002dB,-9.00966008453298e+001°)	(-1.32729295429068e+002dB,8.99033991546664e+001°)	(-1.26020599913280e+002dB,1.80000000000000e+002°)	(-1.26020599913280e+002dB,-1.80000000000000e+002°)	(-3.39791827725056e+001dB,-1.79999338368182e+002°)
3.93966212270373e+001	(-1.41810051015523e-005dB,-1.03534207894585e-001°)	(-6.02059991330093e+000dB,1.01508303402182e-015°)	(-6.02061409430603e+000dB,-1.03534207894838e-001°)	(-6.02059991325832e+000dB,1.80000000000000e+002°)	(-6.02061409426342e+000dB,1.79896465792106e+002°)	(-1.32127237273461e+002dB,8.98964657921054e+001°)	(-3.39794000867204e+001dB,1.65920322693416e-019°)	(-1.32127237273461e+002dB,-9.01035342078942e+001°)	(-1.32127237273461e+002dB,8.98964657921023e+001°)	(-1.26020599913301e+002dB,-1.80000000000000e+002°)	(-1.26020599913258e+002dB,1.80000000000000e+002°)	(-3.39791827472733e+001dB,-1.79999290880877e+002°)
4.22242531447326e+001	(-1.62896932768869e-005dB,-1.10965198526649e-001°)	(-6.02059991326478e+000dB,8.57938318768554e-016°)	(-6.02061620295806e+000dB,-1.10965198526459e-001°)	(-6.02059991329447e+000dB,1.80000000000000e+002°)	(-6.02061620298775e+000dB,1.79889034801473e+002°)	(-1.31525179390821e+002dB,8.98890348014734e+001°)	(-3.39794000867204e+001dB,-5.95534703422561e-020°)	(-1.31525179390821e+002dB,-9.01109651985280e+001°)	(-1.31525179390821e+002dB,8.98890348014786e+001°)	(-1.26020599913265e+002dB,-1.80000000000000e+002°)	(-1.26020599913294e+002dB,1.80000000000000e+002°)	(-3.39791827182891e+001dB,-1.79999239985314e+002°)
4.52548339959390e+001	(-1.87119386528761e-005dB,-1.18929532935231e-001°)	(-6.02059991328653e+000dB,-8.47358470739703e-016°)	(-6.02061862522518e+000dB,-1.18929532935326e-001°)	(-6.02059991327272e+000dB,-1.80000000000000e+002°)	(-6.02061862521137e+000dB,1.79881070467065e+002°)	(-1.30923121821738e+002dB,8.98810704670648e+001°)	(-3.39794000867204e+001dB,-1.50579490915125e-019°)	(-1.30923121821738e+002dB,-9.01189295329365e+001°)	(-1.30923121821738e+002dB,8.98810704670635e+001°)	(-1.26020599913287e+002dB,1.80000000000000e+002°)	(-1.26020599913273e+002dB,-1.80000000000000e+002°)	(-3.39791826849950e+001dB,-1.79999185436886e+002°)
4.85029301283327e+001	(-2.14943662653685e-005dB,-1.27465490090367e-001°)	(-6.02059991327404e+000dB,-2.74396609023791e-016°)	(-6.02062140764031e+000dB,-1.27465490090285e-001°)	(-6.02059991328521e+000dB,-1.80000000000000e+002°)	(-6.02062140765147e+000dB,1.79872534509910e+002°)	(-1.30321064612838e+002dB,8.98725345099096e+001°)	(-3.39794000867204e+001dB,-1.66483125944599e-019°)	(-1.30321064612838e+002dB,-9.01274654900921e+001°)	(-1.30321064612838e+002dB,8.98725345099108e+001°)	(-1.26020599913274e+002dB,1.80000000000000e+002°)	(-1.26020599913285e+002dB,-1.80000000000000e+002°)	(-3.39791826467501e+001dB,-1.79999126973434e+002°)
5.19841533667990e+001	(-2.46905340833056e-005dB,-1.36614096154531e-001°)	(-6.02059991327943e+000dB,-2.20526740609282e-015°)	(-6.02062460381351e+000dB,-1.36614096154530e-001°)	(-6.02059991327982e+000dB,-1.80000000000000e+002°)	(-6.02062460381390e+000dB,1.79863385903845e+002°)	(-1.29719007817678e+002dB,8.98633859038455e+001°)	(-3.39794000867204e+001dB,1.38467372525198e-019°)	(-1.29719007817678e+002dB,-9.01366140961556e+001°)	(-1.29719007817678e+002dB,8.98633859038417e+001°)	(-1.26020599913279e+002dB,1.80000000000000e+002°)	(-1.26020599913280e+002dB,-1.80000000000000e+002°)	(-3.39791826028184e+001dB,-1.79999064313988e+002°)
5.57152360509519e+001	(-2.83619638978985e-005dB,-1.46419321606879e-001°)	(-6.02059991328115e+000dB,1.04187237398790e-015°)	(-6.02062827524505e+000dB,-1.46419321606904e-001°)	(-6.02059991327809e+000dB,1.80000000000000e+002°)	(-6.02062827524199e+000dB,1.79853580678393e+002°)	(-1.29116951497780e+002dB,8.98535806783931e+001°)	(-3.39794000867204e+001dB,1.27528254595631e-019°)	(-1.29116951497780e+002dB,-9.01464193216069e+001°)	(-1.29116951497780e+002dB,8.98535806783931e+001°)	(-1.26020599913281e+002dB,-1.80000000000000e+002°)	(-1.26020599913278e+002dB,1.80000000000000e+002°)	(-3.39791825523542e+001dB,-1.79998997157416e+002°)
5.97141114583556e+001	(-3.25793254557542e-005dB,-1.56928292503945e-001°)	(-6.02059991328220e+000dB,-5.53743422172691e-015°)	(-6.02063249260765e+000dB,-1.56928292503997e-001°)	(-6.02059991327705e+000dB,-1.80000000000000e+002°)	(-6.02063249260251e+000dB,1.79843071707496e+002°)	(-1.28514895723813e+002dB,8.98430717074961e+001°)	(-3.39794000867204e+001dB,-3.34127403860059e-020°)	(-1.28514895723813e+002dB,-9.01569282925039e+001°)	(-1.28514895723813e+002dB,8.98430717074938e+001°)	(-1.26020599913282e+002dB,1.80000000000000e+002°)	(-1.26020599913277e+002dB,-1.80000000000000e+002°)	(-3.39791824943861e+001dB,-1.79998925180983e+002°)
6.39999999999999e+001	(-3.74237966848033e-005dB,-1.68191516888651e-001°)	(-6.02059991330937e+000dB,-6.92019124055174e-015°)	(-6.02063733710605e+000dB,-1.68191516889234e-001°)	(-6.02059991324988e+000dB,-1.80000000000000e+002°)	(-6.02063733704657e+000dB,1.79831808483112e+002°)	(-1.27912840576957e+002dB,8.98318084831113e+001°)	(-3.39794000867204e+001dB,-7.43907413168575e-020°)	(-1.27912840576957e+002dB,-9.01681915168892e+001°)	(-1.27912840576957e+002dB,8.98318084831108e+001°)	(-1.26020599913309e+002dB,1.80000000000000e+002°)	(-1.26020599913250e+002dB,-1.80000000000000e+002°)	(-3.39791824277985e+001dB,-1.79998848038794e+002°)
6.85935016023227e+001	(-4.29886261476384e-005dB,-1.80263127431523e-001°)	(-6.02059991330439e+000dB,3.25742843964294e-016°)	(-6.02064290193054e+000dB,-1.80263127432037e-001°)	(-6.02059991325486e+000dB,1.80000000000000e+002°)	(-6.02064290188100e+000dB,1.79819736872569e+002°)	(-1.27310786150458e+002dB,8.98197368725685e+001°)	(-3.39794000867204e+001dB,-9.79633111742897e-020°)	(-1.27310786150458e+002dB,-9.01802631274312e+001°)	(-1.27310786150458e+002dB,8.98197368725688e+001°)	(-1.26020599913304e+002dB,-1.80000000000000e+002°)	(-1.26020599913255e+002dB,1.80000000000000e+002°)	(-3.39791823513095e+001dB,-1.79998765360143e+002°)
7.35166947198101e+001	(-4.93809277987712e-005dB,-1.93201141464996e-001°)	(-6.02059991327092e+000dB,-1.00809451054831e-015°)	(-6.02064929419872e+000dB,-1.93201141464803e-001°)	(-6.02059991328833e+000dB,-1.80000000000000e+002°)	(-6.02064929421613e+000dB,1.79806798858535e+002°)	(-1.26708732551432e+002dB,8.98067988585350e+001°)	(-3.39794000867204e+001dB,2.32840591381417e-019°)	(-1.26708732551432e+002dB,-9.01932011414663e+001°)	(-1.26708732551432e+002dB,8.98067988585375e+001°)	(-1.26020599913271e+002dB,1.80000000000000e+002°)	(-1.26020599913288e+002dB,-1.80000000000000e+002°)	(-3.39791822634470e+001dB,-1.79998676747726e+002°)
7.87932424540745e+001	(-5.67237425758430e-005dB,-2.07067739654058e-001°)	(-6.02059991329732e+000dB,-3.49930900196400e-015°)	(-6.02065663703990e+000dB,-2.07067739654483e-001°)	(-6.02059991326192e+000dB,-1.80000000000000e+002°)	(-6.02065663700450e+000dB,1.79792932260346e+002°)	(-1.26106679902919e+002dB,8.97929322603460e+001°)	(-3.39794000867204e+001dB,-2.09356885195224e-019°)	(-1.26106679902919e+002dB,-9.02070677396548e+001°)	(-1.26106679902919e+002dB,8.97929322603470e+001°)	(-1.26020599913297e+002dB,1.80000000000000e+002°)	(-1.26020599913262e+002dB,-1.80000000000000e+002°)	(-3.39791821625198e+001dB,-1.79998581775743e+002°)
8.44485062894651e+001	(-6.51584065110751e-005dB,-2.21929564634544e-001°)	(-6.02059991330106e+000dB,7.31970183224849e-015°)	(-6.02066507170757e+000dB,-2.21929564635084e-001°)	(-6.02059991325819e+000dB,1.80000000000000e+002°)	(-6.02066507166470e+000dB,1.79778070435366e+002°)	(-1.25504628346255e+002dB,8.97780704353655e+001°)	(-3.39794000867204e+001dB,1.79688267490771e-019°)	(-1.25504628346255e+002dB,-9.02219295646348e+001°)	(-1.25504628346255e+002dB,8.97780704353685e+001°)	(-1.26020599913301e+002dB,-1.80000000000000e+002°)	(-1.26020599913258e+002dB,1.80000000000000e+002°)	(-3.39791820465853e+001dB,-1.79998479987850e+002°)
9.05096679918780e+001	(-7.48472708824155e-005dB,-2.37858041044477e-001°)	(-6.02059991325874e+000dB,1.39634581443555e-015°)	(-6.02067476052962e+000dB,-2.37858041043904e-001°)	(-6.02059991330051e+000dB,1.80000000000000e+002°)	(-6.02067476057139e+000dB,1.79762141958955e+002°)	(-1.24902578043791e+002dB,8.97621419589555e+001°)	(-3.39794000867204e+001dB,3.40347860846816e-020°)	(-1.24902578043791e+002dB,-9.02378580410442e+001°)	(-1.24902578043791e+002dB,8.97621419589558e+001°)	(-1.26020599913259e+002dB,-1.80000000000000e+002°)	(-1.26020599913301e+002dB,1.80000000000000e+002°)	(-3.39791819134121e+001dB,-1.79998370894974e+002°)
9.70058602566654e+001	(-8.59768267746266e-005dB,-2.54929718474374e-001°)	(-6.02059991328602e+000dB,3.05359650509387e-015°)	(-6.02068589011279e+000dB,-2.54929718474558e-001°)	(-6.02059991327323e+000dB,1.80000000000000e+002°)	(-6.02068589010000e+000dB,1.79745070281526e+002°)	(-1.24300529182019e+002dB,8.97450702815256e+001°)	(-3.39794000867204e+001dB,1.14160196318854e-020°)	(-1.24300529182019e+002dB,-9.02549297184727e+001°)	(-1.24300529182019e+002dB,8.97450702815259e+001°)	(-1.26020599913286e+002dB,-1.80000000000000e+002°)	(-1.26020599913273e+002dB,1.80000000000000e+002°)	(-3.39791817604370e+001dB,-1.79998253972970e+002°)
1.03968306733598e+002	(-9.87612941215609e-005dB,-2.73226638969754e-001°)	(-6.02059991325723e+000dB,-6.02022471809645e-015°)	(-6.02069867455135e+000dB,-2.73226638969056e-001°)	(-6.02059991330202e+000dB,-1.80000000000000e+002°)	(-6.02069867459614e+000dB,1.79726773361030e+002°)	(-1.23698481975158e+002dB,8.97267733610303e+001°)	(-3.39794000867204e+001dB,-2.71093439727594e-019°)	(-1.23698481975158e+002dB,-9.02732266389700e+001°)	(-1.23698481975158e+002dB,8.97267733610287e+001°)	(-1.26020599913257e+002dB,1.80000000000000e+002°)	(-1.26020599913302e+002dB,-1.80000000000000e+002°)	(-3.39791815847158e+001dB,-1.79998128660111e+002°)
1.11430472101904e+002	(-1.13446744285583e-004dB,-2.92836730833598e-001°)	(-6.02059991328071e+000dB,-3.87280675629914e-015°)	(-6.02071336002499e+000dB,-2.92836730833638e-001°)	(-6.02059991327854e+000dB,-1.80000000000000e+002°)	(-6.02071336002283e+000dB,1.79707163269166e+002°)	(-1.23096436669281e+002dB,8.97071632691664e+001°)	(-3.39794000867204e+001dB,2.97675525917667e-019°)	(-1.23096436669281e+002dB,-9.02928367308352e+001°)	(-1.23096436669281e+002dB,8.97071632691660e+001°)	(-1.26020599913281e+002dB,1.80000000000000e+002°)	(-1.26020599913279e+002dB,-1.80000000000000e+002°)	(-3.39791813828664e+001dB,-1.79997994354397e+002°)
1.19428222916711e+002	(-1.30315835449050e-004dB,-3.13854230598599e-001°)	(-6.02059991329238e+000dB,-2.26001083994462e-015°)	(-6.02073022912783e+000dB,-3.13854230599062e-001°)	(-6.02059991326687e+000dB,-1.80000000000000e+002°)	(-6.02073022910232e+000dB,1.79686145769402e+002°)	(-1.22494393547044e+002dB,8.96861457694014e+001°)	(-3.39794000867204e+001dB,2.24291906208189e-020°)	(-1.22494393547044e+002dB,-9.03138542305983e+001°)	(-1.22494393547044e+002dB,8.96861457694017e+001°)	(-1.26020599913292e+002dB,1.80000000000000e+002°)	(-1.26020599913267e+002dB,-1.80000000000000e+002°)	(-3.39791811510039e+001dB,-1.79997850410674e+002°)
1.28000000000000e+002	(-1.49693251854475e-004dB,-3.36380135169156e-001°)	(-6.02059991327012e+000dB,9.68454052421132e-015°)	(-6.02074960652197e+000dB,-3.36380135168778e-001°)	(-6.02059991328913e+000dB,1.80000000000000e+002°)	(-6.02074960654098e+000dB,1.79663619864830e+002°)	(-1.21892352933132e+002dB,8.96636198648308e+001°)	(-3.39794000867204e+001dB,-2.09185082097495e-019°)	(-1.21892352933132e+002dB,-9.03363801351687e+001°)	(-1.21892352933132e+002dB,8.96636198648302e+001°)	(-1.26020599913270e+002dB,-1.80000000000000e+002°)	(-1.26020599913289e+002dB,1.80000000000000e+002°)	(-3.39791808846662e+001dB,-1.79997696137555e+002°)
1.37187003204645e+002	(-1.71951951508530e-004dB,-3.60522686271538e-001°)	(-6.02059991328257e+000dB,-1.62716121460182e-015°)	(-6.02077186523408e+000dB,-3.60522686271662e-001°)	(-6.02059991327668e+000dB,-1.80000000000000e+002°)	(-6.02077186522819e+000dB,1.79639477313729e+002°)	(-1.21290315200504e+002dB,8.96394773137285e+001°)	(-3.39794000867204e+001dB,-2.13865235449435e-019°)	(-1.21290315200504e+002dB,-9.03605226862723e+001°)	(-1.21290315200504e+002dB,8.96394773137287e+001°)	(-1.26020599913283e+002dB,1.80000000000000e+002°)	(-1.26020599913277e+002dB,-1.80000000000000e+002°)	(-3.39791805787275e+001dB,-1.79997530794112e+002°)
1.47033389439620e+002	(-1.97520342396728e-004dB,-3.86397889497892e-001°)	(-6.02059991328539e+000dB,1.57591204248889e-015°)	(-6.02079743362779e+000dB,-3.86397889498148e-001°)	(-6.02059991327385e+000dB,1.80000000000000e+002°)	(-6.02079743361625e+000dB,1.79613602110502e+002°)	(-1.20688280777567e+002dB,8.96136021105021e+001°)	(-3.39794000867204e+001dB,4.71593579022627e-019°)	(-1.20688280777567e+002dB,-9.03863978894987e+001°)	(-1.20688280777567e+002dB,8.96136021105023e+001°)	(-1.26020599913285e+002dB,-1.80000000000000e+002°)	(-1.26020599913274e+002dB,1.80000000000000e+002°)	(-3.39791802273000e+001dB,-1.79997353586343e+002°)
1.57586484908149e+002	(-2.26890525182707e-004dB,-4.14130070386166e-001°)	(-6.02059991326682e+000dB,-1.77578381372759e-014°)	(-6.02082680379200e+000dB,-4.14130070385573e-001°)	(-6.02059991329243e+000dB,-1.80000000000000e+002°)	(-6.02082680381761e+000dB,1.79585869929613e+002°)	(-1.20086250156422e+002dB,8.95858699296138e+001°)	(-3.39794000867204e+001dB,-7.42580382344734e-019°)	(-1.20086250156422e+002dB,-9.04141300703852e+001°)	(-1.20086250156422e+002dB,8.95858699296139e+001°)	(-1.26020599913267e+002dB,1.80000000000000e+002°)	(-1.26020599913292e+002dB,-1.80000000000000e+002°)	(-3.39791798236210e+001dB,-1.79997163663385e+002°)
1.68897012578930e+002	(-2.60627760712299e-004dB,-4.43852470143845e-001°)	(-6.02059991326963e+000dB,2.23648281092302e-014°)	(-6.02086054103034e+000dB,-4.43852470143312e-001°)	(-6.02059991328961e+000dB,1.80000000000000e+002°)	(-6.02086054105033e+000dB,1.79556147529856e+002°)	(-1.19484223902329e+002dB,8.95561475298562e+001°)	(-3.39794000867204e+001dB,2.77550866504322e-019°)	(-1.19484223902329e+002dB,-9.04438524701434e+001°)	(-1.19484223902329e+002dB,8.95561475298558e+001°)	(-1.26020599913270e+002dB,-1.80000000000000e+002°)	(-1.26020599913290e+002dB,1.80000000000000e+002°)	(-3.39791793599224e+001dB,-1.79996960113462e+002°)
1.81019335983756e+002	(-2.99381344239794e-004dB,-4.75707883798982e-001°)	(-6.02059991328777e+000dB,-3.22675658662940e-015°)	(-6.02089929463201e+000dB,-4.75707883799431e-001°)	(-6.02059991327148e+000dB,-1.80000000000000e+002°)	(-6.02089929461572e+000dB,1.79524292116201e+002°)	(-1.18882202664585e+002dB,8.95242921162010e+001°)	(-3.39794000867204e+001dB,5.78052257167401e-019°)	(-1.18882202664585e+002dB,-9.04757078837993e+001°)	(-1.18882202664585e+002dB,8.95242921162015e+001°)	(-1.26020599913288e+002dB,1.80000000000000e+002°)	(-1.26020599913272e+002dB,-1.80000000000000e+002°)	(-3.39791788272815e+001dB,-1.79996741959552e+002°)
1.94011720513331e+002	(-3.43897095123629e-004dB,-5.09849343747444e-001°)	(-6.02059991328583e+000dB,1.27035826632764e-015°)	(-6.02094381038095e+000dB,-5.09849343747807e-001°)	(-6.02059991327342e+000dB,1.80000000000000e+002°)	(-6.02094381036854e+000dB,1.79490150656253e+002°)	(-1.18280187189008e+002dB,8.94901506562526e+001°)	(-3.39794000867204e+001dB,9.41125520872500e-020°)	(-1.18280187189008e+002dB,-9.05098493437474e+001°)	(-1.18280187189008e+002dB,8.94901506562533e+001°)	(-1.26020599913286e+002dB,-1.80000000000000e+002°)	(-1.26020599913273e+002dB,1.80000000000000e+002°)	(-3.39791782154496e+001dB,-1.79996508154746e+002°)
2.07936613467196e+002	(-3.95031701831518e-004dB,-5.46440851860844e-001°)	(-6.02059991327515e+000dB,9.50516842182003e-015°)	(-6.02099494497698e+000dB,-5.46440851860553e-001°)	(-6.02059991328410e+000dB,1.80000000000000e+002°)	(-6.02099494498593e+000dB,1.79453559148139e+002°)	(-1.17678178332286e+002dB,8.94535591481392e+001°)	(-3.39794000867204e+001dB,-1.98817653786234e-019°)	(-1.17678178332286e+002dB,-9.05464408518601e+001°)	(-1.17678178332286e+002dB,8.94535591481399e+001°)	(-1.26020599913275e+002dB,-1.80000000000000e+002°)	(-1.26020599913284e+002dB,1.80000000000000e+002°)	(-3.39791775126549e+001dB,-1.79996257577288e+002°)
